prompt,prompt_len,target
@ijoostin Not so good  I think that's my fault though - didn't use buttermilk. Recipe was on back of the flour.,32,0
Just ordered henna! I'll be a redhead again in a few weeks.,17,1
@richardAmills ugh im not a vip  im always vippppppp,16,0
"@Twilighter_OfOz cool, catch you laterz!!!",15,0
@eddieishere can only walk on streets as am in london town....no fields,19,0
"nice night, should be golfing",7,1
@Hyperopia feeling better now that it' breakfast time,12,1
@inlovewitharmy Hehehe. ) I`m nice,14,1
Nuggets game with everyoneeeee except @almedina4.,14,0
Hoedown throwdown- all I can say is... I'm getting there!,19,1
"@3rdbrain - Wow, I didn't realise you were Hami. lol. Thanks for all the comments on my blog, dude",30,0
My throat hurts,4,0
made a little cover for my iphone.  the birds aren't upside down on the back  http://twitpic.com/67tp9 &amp; http... http://bit.ly/FjeAm,47,0
@hannahgramm Haha damn you not inviting me,12,1
@teemwilliams MICHELLEEEEEEEEEEEEMYBELLEEEEEEEEEEEEEEEEEE *snif snif*,22,0
@DavidArchie See you on may 16!!,12,1
is wishing good night everybody,6,1
Day is going well so far. Meeting until 4 though.,14,1
I REALLY wish I was spoiled!,8,0
The pool doesnt open til tomorrow!,8,0
"watching men n blk 2, wishin all the mums happy mother's day",18,1
@lostintheforest thanks!  Remember the SAE for the we make stuff too,17,1
great party alenka!!  happy birthday chicky! &lt;3,16,0
"@Turch Aww, congrats to the family. ;) Send me piccies in the email!",21,1
@chetbuchanan SANJAYA FOREVER! HAHAHAHAHAHA!!!!,14,1
I'm so pumped for the day!,10,1
@PerezHilton it looks like you have a lot of fun with lady gaga,16,0
@verwon and now I am starting to feel really old.,14,0
"@mtmodular Pixies - Number 13 gives me such an energy rush. They are playing a festival close to me in June, but work won't me me go",37,0
@taylorswift13 Hey Tay!! Plz can u write hey elin to me? Im sick and if u do it I feel better!,33,1
@sareybarey I just watched that episode again last night.,16,0
@RX2904 Nice! You should submit that to failblog.org,18,1
[Sarah Mcglaclan song in background] Please donate to jpnnbak' fund of &quot;Dinero for the cable bill&quot; think of how you will make her,39,1
Been sitting in garden with my mummy and also got a text from the boy who i thought had GOT THE HINT    obviously not.,28,1
grrr hate when i make careless mistakes on docs i give to my partner,16,0
Feeling bad for @taylorshockley profile pic,11,0
"@azroth Unfortunately, I didn't do it on purpose - itunes shuffle did it. It followed up with Dreadzone, so no life-ruin music-trauma.",37,0
is choosing to do britney for the dance showcase! yesss  cant wait. 58 days....,23,1
@paceyy Yeah I know  Things would be so much easier that way. I'm bored the boys are playing tekenen (I can't spell it),35,1
watching SNL with guess Justin Timberlake...OMG! He is too funny!  hahahah,18,0
"@AubreyODay  Aubrey, i know i speek for a lot of fans when i say we miss seing you on T.V. I hope we will be seeing you again  ...",43,0
"@natetron Yo nate, what's going on with Morgie? Is she ok??",20,0
a bacon roll and a tea and the (hack)day is your friend  #openhacklondon,21,0
@capemaybooks alright don't want you to overdue it now. LOL you are funny  nite nite,23,1
"@Littlepiddle1 hey chicLit whats happening? Just trying to promote my business, it's really hard!",25,0
is afraid she caught that thing going around... I feel utterly drained and it's only 10 am!,24,0
Havin a much better day today!! Finished the last Twilight book yesterday. Classes start next week!      Get at me yall!!,27,1
chill`N witH tHE BABEz,10,1
@marvelvscapcom doesnt work already,9,0
@amber_benson  Woohoo! Well Done! I started Macarena-ing too,20,1
@formicadinette - Yipe! I'm sorry to hear that,17,1
"@DonGeronimo dear michael sorce, you crack me up! sincerely, me",18,1
Happy morning to everyone!,6,1
working my ass off and I am completely happy,10,1
@mylesagnew NICE! Got any that are indexed that you want to unload?  I need a few.,25,0
"While I remember, Nerd Hurdles rocks  Especially the tale of the currency of ironpoodonia",21,0
Nobody ever @mandagh' s   makes me sad,12,1
I'm Still Celebrating My Bday Even Though It Was Friday,14,1
meet the robbinsons! best movie ever,11,0
Last week of class... Well technically classes are over just have two exams  and summmmmerrrrr begins...yeahhhhhyaaaaaa,27,1
@SherylLoch You too!   Happy Mom's get to rule and kids have to take it day,23,1
Ugh! I have to beat this stupid song to get to the next  rude!,18,0
"@TomFelton Haha! What's it like looking back on work? Or fun, as I'm sure it was",27,1
a sunny day brights up the day!,10,1
"writing my AWESOME, but raunchy(; dream to brooke  ahaha",17,0
not well,3,0
@divinediva1 Norwood house party haaaaaa... Yaaaaaaay (smiles),18,1
@ce_ci ewww poor you  wish you all the best! thank God there is Rolland Garros this month isn't?! ;P,32,1
@shezDOPEx3 Hey u  Whatchu up too? Isn't it past your bed time?,24,0
4 hours of shopping over... good effort. Best part = chocolate shop.... YUJM!!!... yum even,22,1
this day has beasted me.,8,0
getting ready for summy yummy cocoa crispies,10,1
@drumstickboy I also used to be close with adiel and sabby. But now they changed alot. I like when we were in sec 1.,34,0
Can not afford the DR this year. I just can't pull it off this time.,20,0
@mgiraudofficial  i'd give anything to be there. too bad i'm in tennessee.,25,0
McDonalds in the car.  http://tinyurl.com/onoger,18,1
@fromlucy thank you dearie -- I just followed dome of them on there too!,19,1
@eastcoaster1237 @funkydung  Doh! I'm an inside job LOLzor.,23,1
@jlskowro @jennsquared will have to wait on the recipe at Simply Recipes.  Sorries!,25,0
"@defeated possibly! NyQuil will get me through tonight though  Doctors Monday! (I hope for the swine, just so I can be on google maps)..jk",36,0
Watched Coraline last night. It was really good. The animation was excellent and the creativity was inspirational.,22,1
@Jadeyyg http://twitpic.com/4wrxq - whens your little gingg getting twitter ? from g + j,31,1
"@AbbeyEmm Haha. If you like him, then you should go",15,1
All my loved ones are leaving on Sunday..... sad,11,0
@ayanakamura0428 so excited for you and Paris ooh lala  i look forward to knowing you a long long time lovely ! hugs n kisses g,35,1
@Darke_Ascension Hope it's a great one for ya  http://myloc.me/tvD,26,1
Hopped up out the bed put my swwwaaaaggg oooonnnn! Then got back in the bed it's raining,28,1
"@steph_rose Mornin' !  Missed dance time, so I guess I will have to dance extra hard tomorrow...",27,0
happy mama's day ladies!  have a good day.,14,1
"at workyy, trying to get on point with all that I have to do  smile!! &lt;3Lin-Man tonight!!",29,1
Is on her way home  aloha and good night everyone!,14,1
getting cds ready for tour,6,1
"@V_KONG Record Grand Prix to skip through later, watch Man U game, Radio 1 .... well sport comes first",27,0
@brianshead waah. We're no longer your peeps.,16,0
i wish i was in Jonathon Ross' audience right now,13,0
@MissxMarisa Then I guess that makes me Dot?,14,0
My phone is ultra fast now with all the latest firmware updates installed!,15,1
@knw3 I watched it all online. http://www.musicistheheartofoursoul.com/search/label/Niptuck has the last 8 episodes of S5,41,0
third date went well....moving on to fourth!!!!!!,11,1
"@penpen72 Haha, true  thankfully the regular keyboard does the job... most of the time.",24,1
Drivin home and listenin to 50! fucking lightweights! left me stag! bullshit!  love you though  especially you toesha  haha HA!,35,1
zzzzz.. best friend going to europe in a few hours  .. i'm gonna miss her! hope she has fun though,27,0
Good morning world!  haha had fun at the movies last night ;D and school now... Hmm new shoes make it better  http://tinyurl.com/dfggwj,36,1
@gnat So what does that make a queef,11,1
@katevoegele that was an amazing concert!!! got some really good video and pictures,18,1
is online shopping...fantastic,6,1
spring pictures today  going to schoooool,10,1
@peacelovekelly and we will all eat it and be happy,15,1
and i wish i gave you one last kiss,10,0
"@joechacko thx! i became IBM Master Inventor in 2008. really enjoyed your blog, particularly with the vegan tag",29,1
Forgot my power cable at home today,8,0
@augustine25 TY my friend. Yes ur right.... a daughter is a daughter forever.,21,1
is choosing to do britney for the dance showcase! yesss  cant wait. 58 days....,23,1
"I just managed to stab a piece of bhuja (hot, of course) into the roof of my mouth. Blood everywhere - well, at least in my mouth.",36,0
@slashfilm peter!! follow me!! oh and have fun in europe!,16,1
@niftybitch time to leave a passive agressive note to the owners.  It's not the dog's fault... it's their shitty owners,34,0
"Watched Adaptation, Interiors, and The Women (1939). All in all, good movie night. Breakfast with dad and kelley in the morning",32,1
@DaysofBigWheels I wish I could see that first hand,14,0
@orbicule wow great promo for orbicule. is there an english translation somewhere? my Norwegian isn't that good,27,0
@AliciaWag hehe - about NZ being the most magical place on Earth.,16,1
@m3nny5 iye neh...kurang tidur kayaknya. pulang pagian deh hari ini tidur langsung...haha. Thanks!,30,1
I want a new phone  I've seen too much cellphone commercials (,16,0
@cocotian of course i do.. such an adorable face.,14,1
Just got back from @LorenaJimenez 's party! Sooo much fun! Boom boom pow~ hahaha! ooh and I just told my mom happy mother's day,37,1
Wearing my new Victoria's Secret slippers,9,1
"tried oprahs free unfried kfc and loved it  i went back for another try and topped it with boba and wolverine.Chilled with pope,dave,ben",35,1
Not in front of the tv  wats the score an inning??,15,0
"@xLilahhx Good stuff, Smiles back? Why won't you go to his concert too? :o. Wish I could instead of doing my music which is failing  lol x",40,0
@wolfchild59  heheheheh... lol... I always figured he'd send them your way if he got any dupes... I felt bad not sending him stuff...,38,0
bad mood now,4,0
"Forgot an EC2 machine running for 15 days, and got a $35 bill. Amazon teaches you to get organized for a fair price",31,0
@Rosiecosy Thanks for sympathy. It wasn't too bad until about an hour ago when I started thinking of the appointment tomorrow.,29,1
hey im back on.. but msn won't work  darn msn haha. can't stop thinking about 3d movie haha!,32,1
There's a huge bulldyke eyein me,12,0
"WIDE awake, scoffed 3/4's of a pizza and feel like a sumo  such a weak day! Run tomorrow",27,0
I can't sleep...I keep thinking about the puppy I played with today,17,0
@lapix Thanks Ennio,7,1
"@ohmyjooo why did Ate Maita give you a message?  *curious* xD )) BTW,nice polaroid shot! ;;) from polaroid.net...? xD",36,0
"grrrr, cant even enjoy this b-e-a-utiful day! have to finish that -damned essay for philosophy",27,1
@robertfreedland it IS a universal treat!!,11,0
Just saw Star Trek with the boo.. Now off to bed! Never again will I go to a Vallejo theater. hAppy mOthErs dAy to all!! I love my mommy,40,0
happy star wars day,5,0
Is in starbucks,4,1
Looks like the sun is making a comeback in the midwest!!!! Happy Monday to me,18,1
@megan_ftw awh i'm sorry  i'm probably going to do the same thing haha.,25,1
"@tashababyyy i'm getting them this weekend. aw, i really want you to!",22,1
@dduane *waves back* Have a good day,13,1
"@liedra Bubble tea is awesome, it's been so long since I've had some",21,0
chill`N witH tHE BABEz,10,1
@dannywood Good morning Dan! It's my Bday and I plan on getting some exercise too today!!  Love ya!! See you in NYC!!!,33,1
loves John Mayer's updates.  And modeling in the hot sun... and being sweaty... jk. But seriously...,25,1
@AndreasHale yeah !!,6,1
its my last friday of my high school years!,11,0
http://twitpic.com/4ws3m - I love family guy  2 hours of work to go..,26,1
@hannbob http://twitpic.com/4jf46 - hehe cute pose there,22,1
I'm at work!!!! Ugghhhhh someone save me now,14,0
@socha4e Me too! I know  I miss all the excitement lol,18,0
lappy charger is completely dead... conserving what's left of the battery until i can afford to buy a new one,25,0
"@dragonblogger My pleasure  I really enjoy your random word poetry, and am disappointed when I miss out on participating!",25,0
@LydiaStack yeah exactly the fans overpower the haters anyday u know wat do wat u wnt i dnt even care anymore i know the truth about them,34,0
@nlouisem thanks!!,7,1
omg...did I just see a tweet from Miss Bonnie??? amazing...my phone died yesterday...and oster has alltel  I miss you,30,0
I  have always been a sucker for the sound of an acoustic guitar!,16,1
@kkozmic Sorry but there is no parking space. And I just realized I didn't delete one sentence doing copy&amp;paste in that email,33,0
@wired that is so sad,7,0
@lifeincyan Aren't randoms what it's about?!!!  I LOVE that it's Star Wars day - I didn't realise and I can't believe it's almost over!,45,1
@kenma321 of course!  i love 24 hr donut shops! he he -yours truly -,26,0
@jerennyofficial Hahah JONAS in 10 min!! woop woop! it was fun me and Doug had a 2 cmmt convo. it was magical hahaha,39,1
Star Warz day? Really..that is a hot topic? Man..oh man.. I'm just waiting for Star Trek!,28,0
VAST concert tomarrow night!!!!,8,0
"@bex_1210 holy crap, I need to see that! Too bad I gotta wait until tomorrow",24,0
On my shoot with Ron and Torey! Have lots of fun,14,1
"Sometimes after a long weekend, you just need good conversation. thanks bro",15,1
OMJ JUSt qOt HOME fROM tHAt PARty! it'S 2:OO a.m! i'M MAN tiRED! GOODNiqHt AND HAPPY MOtHER'S DAY 2 ALL!!! tAkE CARE &amp; GOD BlESS!,61,1
@larrygadea  but I'm sure you'll find a new set of challenges at twitter. Best of luck.,27,0
@devyra haha i love both of them too  hmm.. lol i'm in need of some good bands too,25,1
Darn it my DS died    x,8,0
"@AlexMaza thanks for the follow! Isafailure was supposed 2 b a team thing, but my friend hasn't emailed me or communicated n 4ever",35,0
Another HD - my lecturer was gob smacked by how good our presentation was,15,1
@Jonasbrothers It is absolutely incredible. It's official: My FAVORITE JONAS is FRANKIE. He is the man,26,1
"@greatkingrat hey i forgot about that, ask steve to take mine down mate. I do look like Liam from shameless!",27,1
&quot;Up&quot; is all sold out!!,13,0
ugh. I totally can't sleep.,10,0
Hey @itsmskay sorry about your headahce,12,0
@QUEENCHINAB He seemed all happy about it,12,1
Missing Nate more than usual tonight,7,0
"@dizzycoolbabe  Im good ta. bit tired cos i've been wking all wkend but other than that, all good  How's you?",36,0
"@SookieBonTemps ooc: thanks! Ugh...what a bad, bad day I've had. Damn @Twitter.",28,0
Feel so depressed that I couldn't save it... Thanks for nothing!,16,1
Go to school :/ Reviens ï¿½ 15h30,15,0
Oh goody - It's Doctor Who! Hooray for IPTV,15,0
"@MiaMiaDC Good morning MiaMiaDC  My weekend was great and I just had my Monday, which was also great  I hope you have a wonderful day!",35,1
@billzucker Thanks for making me laugh,9,1
Having a light depression. Just payed an extra bill from last years taxes... Must find a country with a tax that is lower than 56%,31,0
@MelanieDawn Forgot about the traffic  Heading to Foxford in Mayo and the lovely Pontoon tomorrow,21,0
Probably the best birthday I've ever had. I got to spend it with all my favorite people.,22,1
"@becckysmith aw no!  yeah I must say, it was very good haha",20,1
"@JoeJonas1Fan1 I know, me too!!",13,1
OMG! I'm Back. I Know I Was Out For A Week. Because My Brother Took His Laptop With Him To Mexico. So I Couldn't Be Online.,36,1
@ncremins Wednesday? you are joking me? that soon???  when's the partaaaaaaay?,25,0
"laughed so much today over that picture of lauren, that my chest hurts.",17,1
@donnyeffrien good to know PLN's Earthday doesn't only happen in my neck of the woods,25,1
@spazzyyarn he totally got you! ;) i think it's awesome.,18,1
Happy Star Wars Day!,6,1
"Its official, I am working Sunday in DC.",11,0
"@lindentreephoto Unless you mean the 2 hours a week i use for sleeping. Yeah, suppose i could use those",27,0
Back to reality tomorrow. But I think I will dig me out a cigar and smoke me a good one. Yes i bought 3 boxes of the &quot;GOOD&quot; Ones,39,1
@silenceiseasy no no no lol I cut my bangs like Kate Hudson in bride wars a few months ago and it was super cute. Looks diff this time,33,0
@Minicooperr yeahh! Ryland was amazing xD BUT I DIDN'T GET A HUG OFF HIM booo  Suarez seemed a bit off tbh..but I think he'd just woken up,45,1
Happy Mother's Daaay!!,9,1
@BeateVeronica I'm jealous - I would love deer steak. One of the downsides of having an almost vegetarian and a carnivore living together,31,0
is exhausted.,4,0
My mom just came home and she FINALLY got me a guitar strap! yay!,17,1
Ewww just printed my new I.d badge thingie 4 work n eww my picture. I took so many n they were all ugly,31,0
"skipping school w/ carleigh today, both of us barley got an hr of sleep last nite. i got a new bby kitten! shes all black",33,1
"@HannaHassan go to mid valley la boobs  haha! never mind la, i don't wanna go with you anyways",26,1
"just woke up, hopefully going to see the Xmen film today?",15,1
@tashamclellan Oh nooo  I'm sorry you can't go!,20,0
@alidg take me with you!!!  Have fun!,14,1
@GreeGreece Thanks for the Gifford Lectures page,10,1
I don't know what my Mom gave me to clean my Macbook with but it is SO white now. It was tinted grayish blue from my black desk.,33,1
"A sweater, a sandwich and a hug sound so fantastic right about now",15,1
@filmnerdjamie I've only seen Star Trek twice. Seeing &quot;Up&quot; today but not in 3D since I was outvoted.,35,1
Ship. I'm stuck.,8,0
@ddlovato hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha,32,1
@IvoryValentine have you seen &quot;The Fifth Element&quot;? makes &quot;super green&quot; a lot funnier,28,1
I had a super cool dream last night. @TheEllenShow asked me and @danify to be on her show. Wooowww.  *hopes it will come true* ),40,1
aahhhh the new pics from new moon are brill. I don't think I can wait 5 months,23,1
"Nighty night, ya'll!    Tweet Dreams!",13,1
@auflutterfly Thanks! I registered,9,1
@mjasenn i totally owe you a week of on-call duties.  i appreciate not having those while jill is in town,29,1
omgoodness FINALLY back from dinner with the fam bam!,13,1
On a brighter note.. still at work at 6:15 on Friday working on other peoples problems...  oh man. I'm SO eating pizza tonight. hoorah!,38,0
sick to my stomach.. and i have a headache.. i wish someone could come rub my temples.,21,0
Oh joy its gong to be a long weekebd... Yipee :*Â¡,19,1
i would take the ???s out the sky for you,12,1
@JessMcFlyxxx that would be an idea  haha xx,14,1
just got home from dinner and am really really full. my mom said my dad bought me a sony a200k? holyyyyyyy,30,1
Planning to run riot in Luton today! BA HAA!  Not reeeally  where's the library in this (skank) town though?,33,0
job centre bound. oh yay.,8,1
Back in the saddle after four awesome days with @leeprovoost and the old gang  Will try and avoid a tweet flood after a long radio silence,31,1
Watched Kunguma poovum konjuma puravum... Liked it very much!  excellent cinematography!!!,20,1
being LAME and not in deland with his favorite people,13,0
TGIF!! Its a GORGEOUS day in Reno today. And I'm stuck inside.,21,1
@MrsBlue23 its been reli gdd ty its 4.50am lol and im not sleeping :O but im watching tv alls good lol how was yours?,37,1
im really really excited  try this out guys!,11,1
@jerseyzmorenita: Sad But True  :: I SHouldnt Right?,19,0
had such a fun time with allegra tonite!!! we saw 17again!! good movie,21,1
@ahewitt Me too,7,0
@laurenmontonen I DIDDDD. I MET THEM AGAIN,13,1
"despite rain, having a fantastic day",8,1
@steviekaye thats what andy said a few hours ago....I HOPE THEY ACTUALLY ARE,20,0
"@BrandenHaydon Yes, I really do.",12,0
i'm causing trouble with my partner in crime.,12,0
"So Cal Dachshund Rescue found a home for my foster pup, Max. I'm soooooo sad to see him leave",26,0
@madinalake Can't wait to listen to Attics,14,1
@LycoLoco i'm not proud. but os x excels at video/photo editing where the pc lags so much behind.,28,0
@Meshel_Laurie Your father is a lucky man! He sounds like a fighter,18,1
Evermore &amp; End of Fashion rocks! My poor foot though! oww! injured my foot. not good. will be sore tomorrow.  details to follow  later,37,0
Hoedown throwdown- all I can say is... I'm getting there!,19,1
"@HOTTVampChick Excellent, he will never know, lmao.",15,1
mrskutcher &amp; aplusk you two are to funny!,17,1
@JonathanRKnight i wish i  would in california.....i m so sad,17,0
@jkocurek @mikeflynn - really? What a waste of money then,18,0
"@trekkerguy Yeah, I have seen the reviews and they are great! It is just that the reviews surprised me. Now getting tickets for tonight",31,1
@PerezRevenge Aww ya not showing off all us mums should be proud of ours kids and let everyone know it,24,1
@millionsbyname Jared's wearing a green shirt? *SPARKLY EYES* YEE!! I hear #asylm is highly disorganized  hang in there!,36,1
"@Cyberwest thanks for that twitpic, sure made me laugh",14,1
@ROAR_Fear_Me samee.. it sucks..,14,0
@Jennifalconer I was happy to see on Something For the Weekend that Flight of the Conchords is back on BBC4!,29,1
dreading work tomorrow wish I had one more day off,12,0
@GericaQuinn Yay  I Feel Loved  By You And My 113 Creepy Followers.,23,1
@PerezHilton it looks like you have a lot of fun with lady gaga,16,0
aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x,22,0
"and thanks, @rawrvee , fr. yr congratulatory gweetin'",18,1
"Argh, I can't avoid spelling bee spoilers anywhere! Now I know the winning speller and word before having actually watched the bee.",30,0
@LoriGama That wouldn't have happened if Ravit hadn't asked me. I met her thru a Twitter friend in CT. Love social media that way.,36,0
meep. i cant text patrick back. babyyyyyy!,13,0
"@TheMikeKelly Sorry Mike, was assuming it was music that was missing..I don't know then.. a mystery..",27,0
@chichic Charlie Brown  What are you doing today? What time is it??,19,0
@lpostlethwaite no I wish. Just a van that comes round. We missed him,20,0
4 hours of shopping over... good effort. Best part = chocolate shop.... YUJM!!!... yum even,22,1
"@wedplanworkshop . Flights already booked, plus its GGD2 1st birthday. Can't miss that ! especially as we missed GGD1",33,1
IE8 nearing 6% according to my stats. FF 3.0.10 adoption rate amazes me,25,0
@keylahtia yes I'm starting to feel the effects of humidity,16,0
@tvfanactic Jealous I wanted see that film,11,0
"Wearing exactly the same clothes as I used to wear in Canada, beanie (or touque) and all.  Ahh brings back memories... I miss the snow",33,1
"@LindzluvsNKOTB I'm not going on the cruise. Wish I was, but I'm just going on vacation. Thanks though",33,1
"Downloadfestival's lineup isn't as good as i thought it was. There are some other awesome bands doing the festivals, but missing DL",30,0
@keytar @badtwin BUT THEY ARE EXPENSIVE.,13,0
cant wait for thursday!,6,1
@webaggression I can only promise about 150 or so.,17,0
Missing Nate more than usual tonight,7,0
Circus was fun - I don't have any hope of getting out of the parking lot - haven't moved in 10 min,29,0
Flickr pics Chester Zoo: danwtmoon posted a photo:   &quot;WELCOME&quot; to Chester Zoo by Jockey  http://tinyurl.com/cq7qw8,37,1
Aparantly it's #starwarsday so enjoy  don't quite know what your Kent to do but be happy anywho!,29,1
@dravenxiv Oh no! Hope you find your voice soon,14,0
I am so happy. Keve is here for early Mother's day. Let's be quiet. He drove all night and is sleeping.,31,1
We just hit 10000 views on myspace! Thanks everyone!,18,1
@stvwrnr i can't believe it...,12,0
Home from Disney...best time in a long time...howl at the moon tonight for GBA and then BHB Tuesday  oh drummer boy  niiight,32,1
@lomascar yo i got my blur tickets yesterday  i'm going on the 1st day whatbouts u?,27,0
@geminianeyes it didnt  - from research the traffic in this beautiful system of twitter is approx 100msg/second.. mine only grabs 6msg/sec,38,0
got a new dog,5,1
@jerennyofficial Hahah JONAS in 10 min!! woop woop! it was fun me and Doug had a 2 cmmt convo. it was magical hahaha,39,1
"@selenagomez I hope you had fun in Canada  don't worry you'll see then again this summer,",26,0
God I just want to sleep.,8,0
roughnight,3,0
"@spanglegluppet *laughs* I'm glad that you have self confidence - it's a wonderful trait to have  I'll applaud extra loud for it, okay?",40,1
"@stashdrawer Sims 2 owns my life lately! LOL I want to get Sims 3, but my computer can't support it.",30,0
"is eating lunch at Sushi Tei, Sency yum! met Ghina earlier",17,1
"@aholston Homework bound for the whole weekend, not so fun",15,0
@juliepilat great show,7,1
@dduane *waves back* Have a good day,13,1
@SherylLoch You too!   Happy Mom's get to rule and kids have to take it day,23,1
"Had a good time at Flap-a-taco with @daveyboyonline, @LadyLaurali, and @CesYeuxBleus",31,1
@abramsandbettes i sent one abrams  and it was all surrounded with weather,20,0
third date went well....moving on to fourth!!!!!!,11,1
@DHughesy ME! oh wait wrong state,12,0
I've burnt my collerbone and arms and face! aww!,17,0
@iampritty Oh! Outside? Glad to see you didn't melt!!,18,1
@nodirectionhome biglots by my house has jesus &amp; virgin mary rings in one of those machines i rocked one for a while til that shit broke,33,0
@rudedoodle thankyou,7,1
Starbucks I'm lovin' it,9,1
has just finished recording the improvisation for the second instrument in the latest podcast and is happy. nearly mixing time.,23,1
"@paulbaan Hello Paul, nice to hear someone is listening  Some interesting thoughts from #Kaashoek #Unisys. Patel from Doculabs next !",33,1
@brookstuh am I not good enough,10,0
Ria got a a G1 phone and im jealous,11,0
@hookedonwinter   your picture makes me thristy EVERYDAY!,16,0
Got my braces tightened today. Then I got McDonalds! HAHA  Sport tomorrow yay yay yay! Netball tryouts.. wish me luck to make the team! :l,36,1
@JonathanRKnight i wish i  would in california.....i m so sad,17,0
@kyliexmonster WHAT?! i was wanting to see that show!!,16,0
"@jj1814 WOMAN, I didn't know you came home  you so suck!!! When are you going back!",28,0
@coachreggie  She doesn't need a darn (watching my language) thing but that never stops her  &amp;   I mapped u. U live in the boonies :-o,41,0
@tommcfly I just read online the article you mentioned..meh.  I am very happy to be stuck on you and the guys--just try and get rid of me,37,1
http://snipurl.com/hq0n1 Just printed my mom an Amazon gift card  for Happy Mothers Day talk about last minute.,30,1
@howie_d It's a pleassure making you both smile.  Have a nice day and you are making me smile as well being on twitter.. aahhh nice..,38,1
"played a bit pool with my buddies....going to bed now, have to work tomorrow",18,1
ugh back to work today,6,0
Why are money problems so bad these days,9,0
Good day all. Let's see what we can get accomplished today together.,17,1
3 hours @FrazzleYeah oh my. Is it shorts weather do you know. I'd do my usual hanging out my window but the neighbours are out.,34,0
@AC_1 welcome to the twitter world Andrew! tell david to have a twitter too haha just kiddin' i know he doesn't want to have one.. booo..,38,0
I will be missing all of the 1st game tonight. Maybe i will get lucky and be home in time to watch part of the second.,31,0
"@aplusk Awww, here...WAZ UUUUP!!!   Seriously, glad y'all had fun.  Too bad my invite got lost in the mail lol. peace. xo",41,0
"I've got a bit of neckache after going hard (not going home) at Alternative night. I mean I have to, it's nearly all over",34,1
About to present my project.,7,1
"@se7en.up cï¿½m on anh  ko the chiu no~i noi nhï¿½ Tifa roi :-D, thang Cloud danh dam gi mac ke no :&quot;&gt;",45,0
@tearose21 Wish I could be there to enjoy a girls day!!!,17,0
"Aarg, looks like I have to go home to Vegas this weekend. So much for Maker Faire",21,1
Welll my folkiesss(; im offf to dream land;work in the mornin;ugh;ewwy. Talkkk to me;but tomorrow  &lt;3 lurvee ya'll[;&gt;,47,1
Time for school  i'm feelin good.. 5 AM jogs do good. ~aloha,23,1
@TylerAlyse SAC won't offer fundamentals of math 2 for teachers in summer one  booo. I miss SAC!,28,0
I know my sunshine did wonderful today  I had an alright day! Text me twitterers.,20,1
Wow. Shabu.  And now HIMYM! Really feels comforting,15,0
So bored..need friends,6,0
"@TheAsterik BETTER BE. ALSO, YES. UNF UNF &lt;3 ...Lisa still hasn't gotten any, btw  *smacked*",33,1
"@TimothyTheron hmm sorry, I went mia there",12,0
"LOL! Made a huge mess of my school shirt, was using charcoal sticks in 2D art",21,0
@gdrage LOL that'll teach me to blindly trust amazon search results without reading!,19,1
bored. cold. tired. lethargic feeling. Man! great holiday monday!,18,1
@FoluB pebbles thrown at windows should get *someones* attention,16,0
@markman641 HAPPY MOTHERS DAY MARK,12,1
@aub311 Dang me too! It's only a 4 hour drive! Too bad it's my daughters 1st bday party  it's hosted by Donnie,40,1
Drink #2: And at 12:45pm when leaving the shops I had a Medium Light Coffee Frappuccino. Nom nom nom,31,1
i just successfully defeated the swine flue with the power of positive thinking!  #Swineflu #H1N1 #Swine Flu,29,1
@ConcertJunkie &quot;I SAAAAAAID!!&quot; Haha. It kinda makes me sad though.  http://bit.ly/uJUA3,36,0
"@kraeth She really loves that ride, doesn't she?  Too bad I wasn't there recording it",25,0
this is my second to last biology and the first time that i have ever been on time. Haha.,22,1
"@JoeJonas1Fan1 I know, me too!!",13,1
@purple_cath a couple of years  I knew you had one but I couldn't find you for awhile..here you are!,29,0
"@sophieveronica Ha-ha abbreviate it , so it's not so bulky",20,0
Took the cutest pics of Andy yesterday. But I don't have them.  Used my bro's fancy DSLR &amp; didn't have time to upload them. I want my own!,42,0
@lexie_98 Kevin can't leave work until 2,16,0
&quot;Friends are the same soul different bodies.&quot; Plato,15,0
"@alwaysafton I had an interruption in service on my phone, so I missed everything on Tuesday morning.",23,0
odd i tried to call mitchel musso but it dosent work....,16,0
@LydiaStack yeah exactly the fans overpower the haters anyday u know wat do wat u wnt i dnt even care anymore i know the truth about them,34,0
"@ARustedSmile Oh, I thought it's only a man-ly problem to not be able to figure out your mom. So now it's official! Mom's are weird!",41,0
I have been playing skate for two hours. Now i need to get out and actually skate. But it's too late,26,1
Fight Club 10th anniversary re-enacting. Nice tattoos  http://img.suicidegirls.com/media/albums/6/57/13576/658166.jpg,48,1
Still feel like craaaap and like everyone on earth needs to know this lol... Have fun birdies,22,0
@ProfessorSpork I actually envy you even though I've already seen it.  It was that good!,24,1
"HAPPY MOTHER'S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully...",27,1
Mothers day in 45 minutes west coast time.  Happy Mothers Day to all the mothers out there,22,0
@michaelBchevre and all chevre: please follow me at @elishevabalas for chevre only   I'm using @eliseven for public tweeting!  Thanks!,39,1
Morning everyone! Hope you have a great Sunday!!,11,1
Out for ultimate training. looking forward to the sunset!,12,1
